WL,AAC,DASDV,AR,CC,Output
208.66666666666674,4.173333333333335,11.790883907097793,[-0.27018501 -0.02305826 -0.0224277  -0.02236903],[0.27018501 0.05955823 0.03523219 0.03171   ],1
56.66666666666674,1.1333333333333349,5.724197752462535,[-0.02380952 -0.02380952 -0.02380952 -0.02380952],[0.02380952 0.02409297 0.02438092 0.02467344],1
156.66666666666674,3.1333333333333346,9.137150997147375,[ 0.2181308  -0.00106453 -0.21394211 -0.14128861],[-0.2181308   0.02485505  0.21025027  0.09523845],1
113.33333333333337,4.197530864197533,13.61089307343241,[-0.8 -0.6 -0.4 -0.2],[0.8        0.92       1.05066667 1.1864    ],1
9.0,0.18,1.2857142857142858,[ 4.99999075e-01  4.99999075e-01 -1.70105082e-14 -6.66133815e-15],[-0.49999908 -0.37499954  0.20833264  0.01562512],0
0.0,0.0,0.0,[0.24999977 0.24999977 0.24999977 0.24999977],[-0.24999977 -0.21874983 -0.1927082  -0.17089834],0
0.0,0.0,0.0,[0.24999977 0.24999977 0.24999977 0.24999977],[-0.24999977 -0.21874983 -0.1927082  -0.17089834],0
0.0,0.0,0.0,[0.24999977 0.24999977 0.24999977 0.24999977],[-0.24999977 -0.21874983 -0.1927082  -0.17089834],0
0.0,0.0,0.0,[0.24999977 0.24999977 0.24999977 0.24999977],[-0.24999977 -0.21874983 -0.1927082  -0.17089834],0
0.0,0.0,0.0,[0.24999977 0.24999977 0.24999977 0.24999977],[-0.24999977 -0.21874983 -0.1927082  -0.17089834],0
2479.5,49.59,68.10664656347755,[ 0.24895019 -0.26518591  0.20948383 -0.25236716],[-0.24895019  0.29617401 -0.2806449   0.35707546],1
2036.5,40.73,56.314033847374716,[ 0.23839815  0.18235047 -0.04132058  0.01874012],[-0.23839815 -0.15393363  0.08027625 -0.02152115],1
3490.5,69.81,83.57976148932374,[ 0.36906954 -0.0949492   0.03223957 -0.12656806],[-0.36906954  0.16305536 -0.0840397   0.16054608],1
3269.0,65.38,81.2218554080019,[ 0.32481832 -0.15564282  0.16066026 -0.23972519],[-0.32481832  0.20839629 -0.22263943  0.32322726],1
2628.0,52.56,74.09184867997509,[ 0.19379032 -0.01736502  0.1481135  -0.24297807],[-0.19379032  0.03614237 -0.15390458  0.27283653],1
1204.0,44.592592592592595,53.3107724717853,[-0.35003819 -0.08811691 -0.17866435 -0.01297348],[0.35003819 0.14938028 0.22380498 0.093945  ],1
0.0,0.0,0.0,[0.24999977 0.24999977 0.24999977 0.24999977],[-0.24999977 -0.21874983 -0.1927082  -0.17089834],0
0.0,0.0,0.0,[0.24999977 0.24999977 0.24999977 0.24999977],[-0.24999977 -0.21874983 -0.1927082  -0.17089834],0
0.0,0.0,0.0,[0.24999977 0.24999977 0.24999977 0.24999977],[-0.24999977 -0.21874983 -0.1927082  -0.17089834],0
0.0,0.0,0.0,[0.24999977 0.24999977 0.24999977 0.24999977],[-0.24999977 -0.21874983 -0.1927082  -0.17089834],0
0.0,0.0,0.0,[0.24999977 0.24999977 0.24999977 0.24999977],[-0.24999977 -0.21874983 -0.1927082  -0.17089834],0
0.0,0.0,0.0,[0.24999977 0.24999977 0.24999977 0.24999977],[-0.24999977 -0.21874983 -0.1927082  -0.17089834],0
71.0,1.42,5.071931564593352,[-8.62351460e-06 -8.62351460e-06 -8.62351460e-06 -8.62351459e-06],[8.62351460e-06 8.62355179e-06 8.62358897e-06 8.62362614e-06],1
36.0,0.72,3.636549160387959,[-0.02380952 -0.02380952 -0.02380952 -0.02380952],[0.02380952 0.02409297 0.02438092 0.02467344],1
72.0,1.44,5.142857142857143,[-0.05263158 -0.05263158 -0.05263158 -0.05263158],[0.05263158 0.05401662 0.05545026 0.05693442],1
36.0,0.72,3.636549160387959,[-0.02380952 -0.02380952 -0.02380952 -0.02380952],[0.02380952 0.02409297 0.02438092 0.02467344],1
0.0,0.0,0.0,[0.24999978 0.24999978 0.24999978 0.24999978],[-0.24999978 -0.21874983 -0.19270821 -0.17089834],1
71.0,2.730769230769231,8.695976080923867,[-0.79926509 -0.5990564  -0.39921503 -0.19958238],[0.79926509 0.91846875 1.04821666 1.18281157],1
0.0,0.0,0.0,[0.24999977 0.24999977 0.24999977 0.24999977],[-0.24999977 -0.21874983 -0.1927082  -0.17089834],0
0.0,0.0,0.0,[0.24999977 0.24999977 0.24999977 0.24999977],[-0.24999977 -0.21874983 -0.1927082  -0.17089834],0
304.0,6.08,8.55235974119758,[-0.1190132   0.15652929 -0.0296569  -0.1235177 ],[ 0.1190132  -0.14944722  0.01158975  0.13713103],1
168.0,4.097560975609756,6.324555320336759,[ 0.05106152  0.16879961 -0.25212218 -0.13299585],[-0.05106152 -0.16749597  0.26069697  0.13393035],1
0.0,0.0,0.0,[0.24999979 0.24999979 0.24999979 0.24999979],[-0.24999979 -0.21874984 -0.19270821 -0.17089835],0
0.0,0.0,0.0,[0.24999979 0.24999979 0.24999979 0.24999979],[-0.24999979 -0.21874984 -0.19270821 -0.17089835],0
0.0,0.0,0.0,[0.24999979 0.24999979 0.24999979 0.24999979],[-0.24999979 -0.21874984 -0.19270821 -0.17089835],0
0.0,0.0,0.0,[0.24999979 0.24999979 0.24999979 0.24999979],[-0.24999979 -0.21874984 -0.19270821 -0.17089835],0
0.0,0.0,0.0,[0.24999979 0.24999979 0.24999979 0.24999979],[-0.24999979 -0.21874984 -0.19270821 -0.17089835],0
34.0,1.096774193548387,6.207522318391883,[0.24942215 0.24942215 0.24942215 0.24942215],[-0.24942215 -0.21831644 -0.19238304 -0.17065437],0
3544.0000000000005,70.88000000000001,92.13506796165791,[ 0.29104151  0.00807902 -0.06444232 -0.25548565],[-0.29104151  0.03427356  0.05857608  0.2378723 ],1
3714.3333333333335,74.28666666666668,93.00977687374755,[ 0.33388495 -0.08627054  0.06450561 -0.11099159],[-0.33388495  0.14201012 -0.10571711  0.14897461],1
3722.6666666666674,74.45333333333335,91.04789300616285,[ 0.20110482 -0.01764352 -0.01675018 -0.18830256],[-0.20110482  0.0378651   0.01049087  0.18621213],1
4440.666666666667,88.81333333333333,107.73552483121617,[ 0.37986663 -0.22388007  0.19287897  0.00891509],[-0.37986663  0.2960294  -0.29619495  0.12692545],1
2893.333333333333,57.86666666666666,72.51097344430889,[ 0.19122439 -0.2511622   0.16217554 -0.19734678],[-0.19122439  0.26944558 -0.21253469  0.26941839],1
1514.0,54.07142857142857,72.83856663968241,[ 0.52452366 -0.06259371  0.12797649 -0.33311621],[-0.52452366  0.20015625 -0.20891157  0.43834644],1
0.0,0.0,0.0,[0.24999975 0.24999975 0.24999975 0.24999975],[-0.24999975 -0.21874981 -0.19270819 -0.17089833],0
123.99999999999989,2.4799999999999978,8.857142857142849,[ 0.27479527 -0.00363967 -0.28935396 -0.15377616],[-0.27479527  0.04139589  0.28143697  0.07597006],0
0.0,0.0,0.0,[0.24999975 0.24999975 0.24999975 0.24999975],[-0.24999975 -0.21874981 -0.19270819 -0.17089833],0
0.0,0.0,0.0,[0.24999975 0.24999975 0.24999975 0.24999975],[-0.24999975 -0.21874981 -0.19270819 -0.17089833],0
0.0,0.0,0.0,[0.24999975 0.24999975 0.24999975 0.24999975],[-0.24999975 -0.21874981 -0.19270819 -0.17089833],0
0.0,0.0,0.0,[0.24999975 0.24999975 0.24999975 0.24999975],[-0.24999975 -0.21874981 -0.19270819 -0.17089833],0
1037.3333333333328,20.746666666666655,28.866020950814804,[ 0.18388993 -0.16511681 -0.07919196 -0.15569669],[-0.18388993  0.18202457  0.04675586  0.16063525],1
1082.666666666666,21.65333333333332,30.99798837742074,[-0.09165736 -0.32409632 -0.18654292 -0.44565874],[0.09165736 0.32829685 0.21650541 0.51801639],1
681.6666666666665,13.633333333333331,29.243484845272654,[ 0.18107783 -0.05011164  0.11497002 -0.18562337],[-0.18107783  0.06650623 -0.12602325  0.20960938],1
705.9999999999995,14.11999999999999,22.41719456678059,[ 0.19472863  0.0400212   0.01427761 -0.21207353],[-0.19472863 -0.02106158 -0.00894566  0.21449653],1
901.6666666666663,18.033333333333324,28.199765200611402,[ 0.47119466 -0.12996941  0.16791877 -0.02390661],[-0.47119466  0.24098161 -0.2640319   0.15265516],1
469.99999999999955,15.666666666666652,26.401410620620624,[ 0.00065861 -0.11450508  0.01740567  0.13507282],[-0.00065861  0.11450529 -0.01748109 -0.1285056 ],1
0.0,0.0,0.0,[0.24999979 0.24999979 0.24999979 0.24999979],[-0.24999979 -0.21874984 -0.19270821 -0.17089835],0
0.0,0.0,0.0,[0.24999979 0.24999979 0.24999979 0.24999979],[-0.24999979 -0.21874984 -0.19270821 -0.17089835],0
0.0,0.0,0.0,[0.24999979 0.24999979 0.24999979 0.24999979],[-0.24999979 -0.21874984 -0.19270821 -0.17089835],0
648.6666666666667,12.973333333333334,30.36870928112291,[0.20081822 0.14696022 0.30760819 0.09528426],[-0.20081822 -0.12679624 -0.28079543 -0.0282323 ],0
0.0,0.0,0.0,[0.24999976 0.24999976 0.24999976 0.24999976],[-0.24999976 -0.21874982 -0.1927082  -0.17089834],0
0.0,0.0,0.0,[0.24999976 0.24999976 0.24999976 0.24999976],[-0.24999976 -0.21874982 -0.1927082  -0.17089834],0
2531.3333333333335,50.62666666666667,69.46445607356594,[ 0.39915261 -0.08411023  0.13707241 -0.15058848],[-0.39915261  0.16377164 -0.19184326  0.22858517],1
2545.0,50.9,68.58936604012933,[ 0.11436921 -0.04074056  0.2362928  -0.09972379],[-0.11436921  0.04728072 -0.24145093  0.12815398],1
1962.6666666666663,39.25333333333332,52.894366987014,[ 0.2121548  -0.00469308  0.11038572  0.08712091],[-0.2121548   0.02719791 -0.11456438 -0.06297334],1
1520.6666666666665,30.41333333333333,48.01553981256551,[ 0.11545657 -0.33164671  0.04073943 -0.16860834],[-0.11545657  0.33831182 -0.07954324  0.23277209],1
753.3333333333334,15.066666666666668,39.71748302762761,[ 0.06430814 -0.17832115  0.22775837  0.06987317],[-0.06430814  0.18038892 -0.23931452 -0.03858551],1
824.6666666666669,30.543209876543216,48.31812315933874,[ 0.10644871  0.16916946 -0.10287035  0.08042737],[-0.10644871 -0.1635038   0.12047615 -0.07895345],1
0.0,0.0,0.0,[0.24999976 0.24999976 0.24999976 0.24999976],[-0.24999976 -0.21874982 -0.1927082  -0.17089834],0
0.0,0.0,0.0,[0.24999976 0.24999976 0.24999976 0.24999976],[-0.24999976 -0.21874982 -0.1927082  -0.17089834],0
0.0,0.0,0.0,[0.24999976 0.24999976 0.24999976 0.24999976],[-0.24999976 -0.21874982 -0.1927082  -0.17089834],0
0.0,0.0,0.0,[0.24999976 0.24999976 0.24999976 0.24999976],[-0.24999976 -0.21874982 -0.1927082  -0.17089834],0
0.0,0.0,0.0,[0.24999976 0.24999976 0.24999976 0.24999976],[-0.24999976 -0.21874982 -0.1927082  -0.17089834],0
0.0,0.0,0.0,[0.24999976 0.24999976 0.24999976 0.24999976],[-0.24999976 -0.21874982 -0.1927082  -0.17089834],0
1335.3333333333337,26.706666666666674,42.859841184896595,[ 0.16601887  0.03289597 -0.02182362  0.19765333],[-0.16601887 -0.01911484  0.02575968 -0.20145215],1
1521.666666666667,30.43333333333334,42.94923966973824,[ 0.37248912 -0.15171397  0.03178064 -0.08822498],[-0.37248912  0.22108804 -0.10551984  0.13743428],1
540.6666666666666,10.813333333333333,22.45287329662679,[ 0.11698678 -0.03183446  0.07271662  0.23072625],[-0.11698678  0.03867741 -0.07697452 -0.22123014],1
782.3333333333334,15.646666666666668,30.07356814769054,[ 0.05387591 -0.0221794   0.24051769 -0.05136202],[-0.05387591  0.02363071 -0.24176475  0.06463258],1
1450.6666666666665,29.013333333333332,43.09763213555485,[-0.08256888 -0.13198278  0.24359308  0.11982562],[ 0.08256888  0.13539159 -0.23250776 -0.13031767],1
640.0000000000001,24.61538461538462,47.51158922948285,[ 0.13055857 -0.34666486 -0.17014642 -0.14669197],[-0.13055857  0.35518763  0.12414454  0.19054789],1
